id,项目名称,发布时间,类别,来源,省份,市,区县,项目编号,采购人,代理机构,预算(万元),项目地址,项目周期,中标人,中标金额(元),中标日期
4054,马鞍山市中医院关于除湿机/除湿器的网上超市采购项目,2023/10/19,医院,政府采购,安徽省,马鞍山市,,2821451000000270891,马鞍山市中医院,,,马鞍山市中医院,,安徽运扬电气科技股份有限公司,3800,2023/10/19
4055,安徽省茨淮新河工程管理局关于空调的网上超市采购项目,2023/10/19,政府,政府采购,安徽省,蚌埠市,龙子湖区,2661451000000270562,安徽省茨淮新河工程管理局,,,安徽省茨淮新河工程管理局,,中海鸿展环境科技有限公司,11160,2023/10/19
4056,六安市裕安区消防救援大队关于档案袋的网上超市采购项目,2023/10/19,政府,政府采购,安徽省,六安市,裕安区,2781451000000270103,六安市裕安区消防救援大队,,,六安市裕安区消防救援大队,,六安景烨商贸有限公司,19419.5,2023/10/19
4057,包河区烟墩街道云川社区居民委员会关于矿泉水/纯净水的网上超市采购项目,2023/10/19,政府,政府采购,安徽省,合肥市,包河区,2251451000000270667,包河区烟墩街道云川社区居民委员会,,,包河区烟墩街道云川社区居民委员会,,合肥金其商贸有限公司,1290,2023/10/19
4058,安徽省铜陵市义安区西联镇北埂村民委员会关于空调的网上超市采购项目,2023/10/19,政府,政府采购,安徽省,铜陵市,义安区,2791451000000270944,安徽省铜陵市义安区西联镇北埂村民委员会,,,安徽省铜陵市义安区西联镇北埂村民委员会,,枞阳县腾达办公用品有限公司,6099,2023/10/19
4059,合肥市滨湖晨星幼儿园关于奶杯/牛奶杯的网上超市采购项目,2023/10/19,学校,企业采购,安徽省,合肥市,,2671451000000270573,合肥市滨湖晨星幼儿园,,,合肥市滨湖晨星幼儿园,,合肥睿厨节能环保设备有限公司,199560,2023/10/19
4060,滁州市第二幼儿园关于其它网络设备的网上超市采购项目,2023/10/19,学校,企业采购,安徽省,滁州市,,2501451000000270482,滁州市第二幼儿园,,,滁州市第二幼儿园,,滁州市南谯区新美电脑经营部,6010,2023/10/19
4061,滁州市第二幼儿园关于机械硬盘的网上超市采购项目,2023/10/19,学校,企业采购,安徽省,滁州市,,2501451000000270535,滁州市第二幼儿园,,,滁州市第二幼儿园,,滁州市南谯区新美电脑经营部,85550,2023/10/19
4062,芜湖市医疗保障局南陵县分局关于液晶显示器的网上超市采购项目,2023/10/19,政府,政府采购,安徽省,芜湖市,南陵县,2871451000000270886,芜湖市医疗保障局南陵县分局,,,芜湖市南陵县籍山镇卫健委,,芜湖瑞脑办公设备有限公司,11400,2023/10/19
4063,巢湖市槐林中学关于山羊/跳马/跳箱的网上超市采购项目,2023/10/19,学校,企业采购,安徽省,合肥市,巢湖市,2101451000000270720,巢湖市槐林中学,,,安徽省合肥市巢湖市槐林镇,,巢湖市槐林镇沐集桂琴文化用品商店,11049,2023/10/19
4064,合肥市中心血站关于一次性餐桌用品套装的网上超市采购项目,2023/10/19,货物,企业采购,安徽省,合肥市,,2231451000000270487,合肥市中心血站,,,合肥市中心血站,,安徽欧伦诗商贸有限公司,2500,2023/10/19
4065,安徽省宁国市胡乐镇人民政府农村垃圾清运采购项目,2023/10/19,政府,政府采购,安徽省,宣城市,宁国市,NGS-CG-GK-2023022,宁国市胡乐镇人民政府,安徽汇鼎项目管理有限公司,,宁国市胡乐镇鸿南路1号,,安徽源宁环卫有限公司,1038800,2023/10/19
4066,寿县刘岗镇人民政府关于餐椅的网上超市采购项目,2023/10/19,政府,政府采购,安徽省,淮南市,寿县,2231451000000270234,寿县刘岗镇人民政府,,,寿县刘岗镇人民政府,,合肥宏芳家居有限公司,14080,2023/10/19
4067,合肥市公安局蜀山分局关于文件夹的网上超市采购项目,2023/10/19,政府,政府采购,安徽省,合肥市,蜀山区,2091451000000269983,合肥市公安局蜀山分局,,,合肥市公安局蜀山分局,,合肥韬坤贸易有限公司,1845.6,2023/10/19
4068,合肥市杨林小学关于舞台的网上超市采购项目,2023/10/19,学校,政府采购,安徽省,合肥市,,2971451000000270380,合肥市杨林小学,,,合肥市杨林小学,,合肥蓝线广告传媒有限公司,9371.5,2023/10/19
4069,合肥市蜀山区教育体育局关于橡皮的网上超市采购项目,2023/10/19,政府,政府采购,安徽省,合肥市,蜀山区,2211451000000271011,合肥市蜀山区教育体育局,,,合肥市蜀山区教育体育局,,合肥市京墨商贸有限公司,1228,2023/10/19
4070,马鞍山市新工房小学关于激光打印机的网上超市采购项目,2023/10/19,学校,政府采购,安徽省,马鞍山市,花山区,2191451000000270384,马鞍山市新工房小学,,,马鞍山市花山区新风小区新工房路2号,,安徽徽工智能科技有限公司,1400,2023/10/19
4071,临泉县宋集中心卫生院口腔科种植室设备采购项目,2023/10/19,医院,政府采购,安徽省,阜阳市,临泉县,HCZB-AHFY-20230206,临泉县宋集中心卫生院,华春建设工程项目管理有限责任公司,,阜阳市临泉县宋集镇月亮塘路与G220交叉口东南100米,,安徽儒诺医疗设备有限公司,136000,2023/10/19
4072,滁州市南谯区消防救援大队（主管预算单位）关于烧烤用具套装的网上超市采购项目,2023/10/19,政府,政府采购,安徽省,滁州市,南谯区,2181451000000269944,滁州市南谯区消防救援大队,,,滁州市南谯区消防救援大队,,安徽广筑交通设施有限公司,25560,2023/10/19
4073,合肥市公安局庐阳分局关于包装袋的网上超市采购项目,2023/10/19,政府,政府采购,安徽省,合肥市,庐阳区,2451451000000270904,合肥市公安局庐阳分局,,,合肥市公安局庐阳分局,,合肥浩璐宝商贸有限公司,1779,2023/10/19
4074,合肥市科学技术局关于沙发床的网上超市采购项目,2023/10/19,政府,政府采购,安徽省,合肥市,,2321451000000270654,合肥市科学技术局,,,合肥市科学技术局,,合肥科美乐办公设备有限公司,2350,2023/10/19
4075,合肥湖滨物业管理有限公司关于教学仪器的网上超市采购项目,2023/10/19,项目管理,企业采购,安徽省,合肥市,,2731451000000270356,合肥湖滨物业管理有限公司,,,合肥湖滨物业管理有限公司,,安徽广和流体科技有限公司,46900,2023/10/19
4076,凤阳县崇文小学关于平板电视的网上超市采购项目,2023/10/19,学校,政府采购,安徽省,滁州市,凤阳县,2021451000000270492,凤阳县崇文小学,,,凤阳县崇文小学,,凤阳县振涵电子商贸有限公司,99910,2023/10/19
4077,天长市釜山水库管理所关于台式整机的网上超市采购项目,2023/10/19,项目管理,企业采购,安徽省,滁州市,天长市,2841451000000271009,天长市釜山水库管理所,,,天长市釜山水库管理所,,天长市天眼网络科技有限公司,11640,2023/10/19
4078,临泉县宋集镇杨小街中心学校关于激光打印机的网上超市采购项目,2023/10/19,学校,政府采购,安徽省,阜阳市,临泉县,2771451000000269765,临泉县宋集镇杨小街中心学校,,,临泉县宋集镇杨小街中心学校,,安徽迅铭电子科技有限公司,18140,2023/10/19
4079,安徽省滁州监狱关于洗漱包的网上超市采购项目,2023/10/19,货物,企业采购,安徽省,滁州市,,2681451000000270468,安徽省滁州监狱,,,安徽省滁州市,,安徽林策商贸有限公司,1760,2023/10/19
4080,合肥湖滨物业管理有限公司关于镇流器的网上超市采购项目,2023/10/19,项目管理,企业采购,安徽省,合肥市,,2761451000000270232,合肥湖滨物业管理有限公司,,,合肥湖滨物业管理有限公司,,巢湖市居巢区星辰灯具店,53441,2023/10/19
4081,合肥市建设幼儿园关于空调配件的网上超市采购项目,2023/10/19,学校,企业采购,安徽省,合肥市,,2601451000000270966,合肥市建设幼儿园,,,合肥市长江西路与南岗路交口东北角,,合肥中拓制冷设备有限公司,5720,2023/10/19
4082,合肥市包河区淝河镇老官塘社区居民委员会关于地垫的网上超市采购项目,2023/10/19,政府,政府采购,安徽省,合肥市,包河区,2351451000000268602,合肥市包河区淝河镇老官塘社区居民委员会,,,合肥市包河区淝河镇老官塘社区居民委员会,,合肥源江商贸有限公司,1082,2023/10/19
4083,长丰县北城幼儿教育中心关于表演类的网上超市采购项目,2023/10/19,货物,企业采购,安徽省,合肥市,长丰县,2091451000000270646,长丰县北城幼儿教育中心,,,长丰县北城幼儿教育中心,,安徽哲源教育咨询有限公司,2989,2023/10/19
4084,无为市滨湖小学关于U盘的网上超市采购项目,2023/10/19,学校,政府采购,安徽省,芜湖市,无为县,2191451000000270493,无为市滨湖小学,,,无为市滨湖小学,,无为县云联电脑经营部,9200,2023/10/19
4085,合肥市新城小学关于冰上运动设备的网上超市采购项目,2023/10/19,学校,政府采购,安徽省,合肥市,,2211451000000270862,合肥市新城小学,,,合肥市新城小学,,合肥市安瑞捷教育装备有限公司,2640,2023/10/19
4086,合肥市瑶海区大兴镇人民政府关于其它防护用品的网上超市采购项目,2023/10/19,政府,政府采购,安徽省,合肥市,瑶海区,2171451000000269742,合肥市瑶海区大兴镇人民政府,,,合肥市瑶海区大兴镇人民政府,,安徽博洲商贸有限公司,2100,2023/10/19
4087,合肥市琥珀五环幼儿园关于电工维修工具的网上超市采购项目,2023/10/19,学校,企业采购,安徽省,合肥市,,2121451000000270554,合肥市琥珀五环幼儿园,,,合肥市琥珀五环幼儿园,,合肥轩之科装饰工程有限公司,23545,2023/10/19
4088,安徽省阜阳市人民检察院关于家用冰箱的网上超市采购项目,2023/10/19,政府,政府采购,安徽省,阜阳市,,2901451000000270688,安徽省阜阳市人民检察院,,,安徽省阜阳市人民检察院,,合肥洪喜商贸有限公司,1200,2023/10/19
4089,芜湖市弋江区城市管理局（弋江区城市管理行政执法局）关于对讲机配件的网上超市采购项目,2023/10/19,政府,政府采购,安徽省,芜湖市,弋江区,2581451000000270551,芜湖市弋江区城市管理局（弋江区城市管理行政执法局）,,,芜湖市弋江区港西路,,安徽钛铬机电设备有限公司,4950,2023/10/19
4090,合肥市鸿湖工贸有限责任公司关于专业数码单反的网上超市采购项目,2023/10/19,货物,企业采购,安徽省,合肥市,,2741451000000270702,合肥市鸿湖工贸有限责任公司,,,合肥市鸿湖工贸有限责任公司,,合肥晖腾数码科技有限公司,4900,2023/10/19
4091,蚌埠市精神文明建设指导委员会办公室（主管预算单位）关于皮艺沙发的网上超市采购项目,2023/10/19,政府,政府采购,江苏省,连云港市,东海县,2331451000000270819,蚌埠市精神文明建设指导委员会办公室,,,东海大道3115号行政办公中心综合楼3楼,,蚌埠市蚌山区亚华家具经营部,1120,2023/10/19
4092,合肥市建设投资控股（集团）有限公司关于饰品架/柜的网上超市采购项目,2023/10/19,货物,企业采购,安徽省,合肥市,,2011451000000270647,合肥市建设投资控股（集团）有限公司,,,合肥市滨湖新区武汉路229号,,合肥钜美智能制造有限公司,2600,2023/10/19
4093,合肥市第四中学关于击剑设备的网上超市采购项目,2023/10/19,学校,企业采购,安徽省,合肥市,,2711451000000270405,合肥市第四中学,,,安徽省合肥市滨湖迎淮路与天津路交口,,南京蓝紫体育用品有限公司,1984,2023/10/19
4094,安徽省淮北市濉溪县孙疃镇王圩村村民委员会关于U盘的网上超市采购项目,2023/10/19,政府,政府采购,安徽省,淮北市,濉溪县,2971451000000270557,安徽省淮北市濉溪县孙疃镇王圩村村民委员会,,,安徽省淮北市濉溪县孙疃镇王圩村村民委员会,,淮北市璇多商贸有限公司,12040,2023/10/19
4095,滁州市第四小学关于运动鞋的网上超市采购项目,2023/10/19,学校,政府采购,安徽省,滁州市,南谯区,2891451000000270494,滁州市第四小学,,,滁州市南谯新城德胜路089号,,滁州市宸铭体育文化发展有限公司,16294,2023/10/19
4096,长丰县动物疫病预防控制中心关于清洁剂和增溶剂的网上超市采购项目,2023/10/19,货物,企业采购,安徽省,合肥市,瑶海区,2771451000000269575,长丰县动物疫病预防控制中心,,,长寿路195号动物疫病预防控制中心,,合肥吉之宝商贸有限公司,96799,2023/10/19
4097,寿县三觉学区管理中心关于黑白激光多功能一体机的网上超市采购项目,2023/10/19,政府,政府采购,安徽省,淮南市,寿县,2781451000000270700,寿县三觉学区管理中心,,,寿县三觉学区管理中心,,六安市泽宇电子科技有限公司,1750,2023/10/19
4098,合肥经济技术开发区临湖社区管理委员会关于抽纸的网上超市采购项目,2023/10/19,政府,政府采购,安徽省,合肥市,经济技术开发区,2751451000000270543,合肥经济技术开发区临湖社区管理委员会,,,合肥经济技术开发区临湖社区管理委员会,,合肥张团商贸有限公司,7458.44,2023/10/19
4099,芜湖经济技术开发区社会事业局关于笔记本电脑的网上超市采购项目,2023/10/19,政府,政府采购,安徽省,芜湖市,经济技术开发区,2731451000000266779,芜湖经济技术开发区社会事业局,,,芜湖经济技术开发区社会事业局,,芜湖新华书店有限公司,18110,2023/10/19
4100,合肥经济技术开发区临湖社区管理委员会关于运动毛巾的网上超市采购项目,2023/10/19,政府,政府采购,安徽省,合肥市,经济技术开发区,2651451000000270728,合肥经济技术开发区临湖社区管理委员会,,,合肥经济技术开发区临湖社区管理委员会,,合肥张团商贸有限公司,1746,2023/10/19
4101,芜湖市北塘小学关于声画外围设备的网上超市采购项目,2023/10/19,学校,政府采购,安徽省,芜湖市,镜湖区,2151451000000270984,芜湖市北塘小学,,,芜湖市镜湖区黄山东路5号,,镜湖区盛鸿电子产品经营部,28200,2023/10/19
4102,六安市公安局叶集分局关于单反镜头的网上超市采购项目,2023/10/19,政府,政府采购,安徽省,六安市,叶集区,2801451000000270880,六安市公安局叶集分局,,,六安市公安局叶集分局,,六安市立强商贸有限公司,26000,2023/10/19
